,Frase,Artigo,Lei,Dispositivo,Petição Inicial
10,"n. 1.963, de 30 de março de 2000, inovou ao autorizar a capitalização de juros em periodicidade inferior a um ano, bem como a edição da nova Medida Provisória, de n. 2.170-36, de 23 de agosto de 2001, cujo artigo 5º manteve a possibilidade de capitalização de juros em período inferior a um ano, dispositivo esse que ainda estaria em vigor em razão do disposto na Emenda Constitucional n. 32/01.No entanto, o MINISTRO SYDNEI SANCHES proferiu voto favorável à suspensão dos efeitos do artigo 5º da Medida Provisória nº 2.170-36/01 nos autos da ADIN 2316-1, em trâmite perante o EGRÉGIO",{'artigo 5'},set(),{'de 2000'},set()
11,"Primeiro porque não atendem aos requisitos de urgência e relevância descritos no artigo 62, ""caput"", da Constituição Federal.",{'artigo 62'},set(),"{'Constituição', 'Constituição Federal'}",set()
12,"Quer dizer que a urgência só se verifica para os próprios beneficiados da norma (Bancos), já que, para todos os demais, representa verdadeiro descompasso entre a prestação e a contraprestação, além de onerar um contrato que por natureza desiguala os contratantes (de adesão).Num segundo momento também temos a inconstitucionalidade da referida Medida Provisória, porque a matéria tratada é de competência do Congresso Nacional, segundo o inciso XII, do artigo 48 da Constituição Federal, que se refere a “matéria financeira, cambial e monetária, instituições financeiras e suas operações”.  			Não sendo possível o Presidente da República, como se fosse um Ditador, baixar seu Decreto, estabelecendo a sua vontade, como quer e de qualquer matéria, ao menos num Estado Democrático de Direito como o nosso, onde o ordenamento jurídico e a Constituição devem ser respeitados.",{'artigo 48'},set(),"{'Constituição', 'Constituição Federal'}",{'residente'}
13,"p/ retirada do nome e (CPF) da Autora junto aos órgãos de proteção ao crédito: SERASA, SPC e AFINS,   O caput do artigo 273 Do Digesto Processo Civil diz que o juiz poderá, a requerimento da parte antecipar, total ou parcialmente os efeitos da tutela pretendida no pedido inicial, desde que, existindo prova inequívoca, se convença da verossimilhança da alegação e:  I - haja fundado receio de dano irreparável ou de difícil reparação    Segundo Nelson Nery Júnior, em comentário ao art. 273 do CPC (Código de Processo Civil comentado, Ed.","{'arte ', 'artigo 273', 'art. 273'}",set(),"{'Código de Processo Civil', 'CPC', 'CPC ', 'CPF)'}",{'CPF'}
14,"OS REQUISITOS ELENCADOS NO ARTIGO 273 DO CPC, DEVE",{'ARTIGO 273'},set(),"{'CPC,', 'CPC'}",set()
15,"OS REQUISITOS ELENCADOS NO ARTIGO 273 DO CPC, DEVE",{'ARTIGO 273'},set(),"{'CPC,', 'CPC'}",set()
16,"Face ao exposto, requer seja processada a presente AÇÃO DE REVISÃO DE CONTRATO DE FINANCIAMENTO DE VEÍCULO mediante as cautelas legais de estilo, com fundamento nos artigos 273 , 274, 355, 844, todos do Código de Processo Civil, artigo 253 do Codigo Comercial, artigo 4º do Dec.- Lei nº 22.626/33, artigo 52 , 1º, 46 e seguinte, do Codigo de Defesa do Consumidor e Código Civil Brasileiro, para que sejam deferidas em forma de antecipação de tutela os seguintes pedidos, a saber.b) -  seja determinada a expedição de MANDADO DE CITAÇÃO, via AR, nos termos do Art. 221, inciso I, e 222 e seguintes do Código de Processo Civil, em face da requerida, a ser cumprido no endereço indicado no preâmbulo desta, na pessoa de seu Representante Legal,  para, querendo responder aos termos da presente ação, sob pena de revelia, com as observações ou prerrogativas contidas na parte final do  artigo 285 do Código de Processo Civil e demais dispositivos legais aplicáveis à espécie;c) - DA TUTELA ANTECIPADA  - a Concessão da tutela antecipada, para determinar a exclusão do nome  e CPF da requerente dos cadastros restritivos - SERASA / SPC,  caso já inscrito que seja determinado sua imediata exclusão, se não, que o requerido se abstenha de inscrever, até final julgamento da presente demanda, quando deverá ser excluída definitivamente;d) –   –","{'arte ', 'artigos 273', 'artigo 52', 'artigo 285', 'Art. 221', 'artigo 253', 'artigo 4'}",set(),"{'CPF ', 'Código Civil', 'Código de Processo Civil'}","{'endereço', 'CPF'}"
17,"Sem Capitalização;f-3)  -Suspensão da aplicação do índice superior a  2,00%,  sobre  multas por atraso nos pagamentos, na forma do artigo 51 (parágrafo 2.º) da Lei 8.078/90;f-4)",{'artigo 51'},{'Lei 8.078/90'},{'Lei 8.078/90'},set()
18,"A determinação da conexão de qualquer ação proposta pelo agente financeiro com a presente ação,  na forma do artigo dos artigos 102 e seguintes, combinado com o artigo 253 do CPC, para julgamento único, evitando assim decisões ou sentenças controvertidas ou contraditórias e conflitantes;j)  – a inversão do ônus da Prova, com todos os consectários legais de direito, inclusive o pagamento de perícia, laudos, emolumentos, documentos e outros que se fizerem necessários ao andamento da lide,","{'artigo 253', 'artigo ', 'artigos 102'}",set(),"{'CPC,', 'CPC'}",set()
19,"tudo conforme apurado no laudo em anexo;.n) - Protesta por todos os meios de provas em direitos admitidos, notadamente pela documentação anexa, em atendimento ao disposto no artigo 396, do CPC, e mais, depoimento pessoal do representante legal do banco, que devera ser intimado, prova pericial a ser produzida na escrita contábil junto ao Banco, dando conta da cobrança ilegal de  juros, capitalização, multas e outros encargos etc. n)",{'artigo 396'},set(),"{'CPC,', 'CPC'}",set()
