,Frase,Artigo,Lei,Dispositivo,Petição Inicial
10,"Primeiro porque não atendem aos requisitos de urgência e relevância descritos no artigo 62, ""caput"", da Constituição Federal.",['artigo 62'],[],"['Constituição', 'Constituição Federal']",[]
11,"Num segundo momento também temos a inconstitucionalidade da referida Medida Provisória, porque a matéria tratada é de competência do Congresso Nacional, segundo o inciso XII, do artigo 48 da Constituição Federal, que se refere a “matéria financeira, cambial e monetária, instituições financeiras e suas operações”.  			Não sendo possível o Presidente da República, como se fosse um Ditador, baixar seu Decreto, estabelecendo a sua vontade, como quer e de qualquer matéria, ao menos num Estado Democrático de Direito como o nosso, onde o ordenamento jurídico e a Constituição devem ser respeitados.",['artigo 48'],[],"['Constituição', 'Constituição', 'Constituição Federal']",['residente']
12,"p/ retirada do nome e (CPF) da Autora junto aos órgãos de proteção ao crédito: SERASA, SPC e AFINS,   O caput do artigo 273 Do Digesto Processo Civil diz que o juiz poderá, a requerimento da parte antecipar, total ou parcialmente os efeitos da tutela pretendida no pedido inicial, desde que, existindo prova inequívoca, se convença da verossimilhança da alegação e:  I - haja fundado receio de dano irreparável ou de difícil reparação    Segundo Nelson Nery Júnior, em comentário ao art. 273 do CPC (Código de Processo Civil comentado, Ed.","['artigo 273', 'arte ', 'art. 273']",[],"['CPC', 'Código de Processo Civil', 'CPF)', 'CPC ', 'CPC']",['CPF']
13,"OS REQUISITOS ELENCADOS NO ARTIGO 273 DO CPC, DEVE",['ARTIGO 273'],[],"['CPC', 'CPC,', 'CPC']",[]
14,"OS REQUISITOS ELENCADOS NO ARTIGO 273 DO CPC, DEVE",['ARTIGO 273'],[],"['CPC', 'CPC,', 'CPC']",[]
15,"II, CPC), observado ainda o direito à inversão do ônus da prova diante de eventual hipossuficiência do consumidor ou da verossimilhança da alegação deste (art. 6º,inc.",['art. 6'],[],"['CPC', 'CPC)', 'CPC']",[]
16,"Porém, devidamente comprovada a veracidade das informações aqui prestadas, prova verossímil, presentes  portanto, os pressupostos contidos no art. 273 do Código de Processo Civil.8 - DO VALOR REAL DAS PRESTAÇÕES E DO SALDO DEVEDOR.Preclaro Magistrado(a), pelas planilhas de cálculos anexas, utilizando índices de juros remuneratórios de 1.48% ao mês com o método aplicado pelo banco (tabela price) foram elavados para 2.36% - o que procou o anatocismo alem de estarem bem acima da média estipulada pelo Banco central do Brasil para a data da contratação  aferiu-se um saldo devedor no valor de R$ 37.578,23, (trinta e sete mil, quinhentos e setenta e oito reais, vinte e tres centavos),   divididos pelas (50) parcelas restantes, resulta no valor real das prestações do financiamento, em R$ 751,56 (setecentos e cinquenta e um reais, cinquenta e seis centavos) conforme se vê das planilhas em anexo, que doravante faz parte integrante do conteúdo da presente ação, que mostra detalhadamente a evolução do valor financiado bem como das parcelas vencidas e vincendas.","['art. 273', 'arte ']",[],['Código de Processo Civil'],[]
17,"Face ao exposto, requer seja processada a presente AÇÃO DE REVISÃO DE CONTRATO DE FINANCIAMENTO DE VEÍCULO mediante as cautelas legais de estilo, com fundamento nos artigos 273 , 274, 355, 844, todos do Código de Processo Civil, artigo 253 do Codigo Comercial, artigo 4º do Dec.- Lei nº 22.626/33, artigo 52 , 1º, 46 e seguinte, do Codigo de Defesa do Consumidor e Código Civil Brasileiro, para que sejam deferidas em forma de antecipação de tutela os seguintes pedidos, a saber.b) -  seja determinada a expedição de MANDADO DE CITAÇÃO, via AR, nos termos do Art. 221, inciso I, e 222 e seguintes do Código de Processo Civil, em face da requerida, a ser cumprido no endereço indicado no preâmbulo desta, na pessoa de seu Representante Legal,  para, querendo responder aos termos da presente ação, sob pena de revelia, com as observações ou prerrogativas contidas na parte final do  artigo 285 do Código de Processo Civil e demais dispositivos legais aplicáveis à espécie;c) - DA TUTELA ANTECIPADA  - a Concessão da tutela antecipada, para determinar a exclusão do nome  e CPF da requerente dos cadastros restritivos - SERASA / SPC,  caso já inscrito que seja determinado sua imediata exclusão, se não, que o requerido se abstenha de inscrever, até final julgamento da presente demanda, quando deverá ser excluída definitivamente;d)","['artigos 273', 'artigo 253', 'artigo 4', 'artigo 52', 'artigo 285', 'Art. 221', 'arte ']",[],"['Código Civil', 'Código de Processo Civil', 'Código de Processo Civil', 'Código de Processo Civil', 'CPF ']","['CPF', 'endereço']"
18,"Sem Capitalização;g-3)  -Suspensão da aplicação do índice superior a  2,00%,  sobre  multas por atraso nos pagamentos, na forma do artigo 51 (parágrafo 2.º) da Lei 8.078/90;g4)",['artigo 51'],['Lei 8.078/90'],['Lei 8.078/90'],[]
19,"A determinação da conexão de qualquer ação proposta pelo agente financeiro com a presente ação,  na forma do artigo dos artigos 102 e seguintes, combinado com o artigo 253 do CPC, para julgamento único, evitando assim decisões ou sentenças controvertidas ou contraditórias e conflitantes;lj  – a inversão do ônus da Prova, com todos os consectários legais de direito, inclusive o pagamento de perícia, laudos, emolumentos, documentos e outros que se fizerem necessários ao andamento da lide,","['artigo ', 'artigos 102', 'artigo 253']",[],"['CPC', 'CPC,', 'CPC']",[]
20,"tudo conforme apurado no laudo em anexo;.n) - Protesta por todos os meios de provas em direitos admitidos, notadamente pela documentação anexa, em atendimento ao disposto no artigo 396, do CPC, e mais, depoimento pessoal do representante legal do banco, que devera ser intimado, prova pericial a ser produzida na escrita contábil junto ao Banco, dando conta da cobrança ilegal de  juros, capitalização, multas e outros encargos etc. n)",['artigo 396'],[],"['CPC', 'CPC,', 'CPC']",[]
