,Frase,Artigo,Lei,Dispositivo,Petição Inicial
35,"A  citação da ré para responder aos termos da presente ação, sob pena de revelia, e a procedência do pedido, em todos os seus termos, na forma própria, com as observações contidas no artigo 285 do CPC, e ao final ser julgada procedente a presente, em todas as cominações legais, com os seguintes procedimentos:a-1)",{'artigo 285'},set(),"{'CPC,', 'CPC'}",set()
36,"O valor total pago corrigido, no valor de R$ (), conforme planilha 02 anexa (pagina );a-4) – Alternativamente considerar a taxa de arrendamento mercantil, como juros efetivos fixos anuais, conforme os cálculos da Credora e acórdão Apelação Civil 76376-0/188 do TJ-GO, mantido pelos acórdãos do STJ e STF no mesmo acórdão, elaborando memória de cálculos:a-4-1) – Mantendo a operação de arrendamento mercantil (leasing);a-4-2) – Mantendo a taxa percentual do arrendamento mercantil de 3,3751% ao mês (acórdão do TJ-GO Apelação Civil 76376-0/188 e artigo 6.º - § 2.º - da Lei 6.099/74);a-4-3) -  Mantendo a multa de 2,00% sobre os valores em mora ou cobrados a maior pelo Agente Financeiro (acórdão do TJ-GO - Apelação Civil 76376-0/188);",{'artigo 6'},{'Lei 6.099/74'},set(),set()
37,"Considerar que o contrato de mútuo (disfarçado de arrendamento mercantil), é um contrato de mútuo, que  não possui cláusulas inseridas de encargos de juros efetivos fixos anuais e juros de mora, bem como de correção monetária e outros encargos legais, e ainda, como contrato de arrendamento mercantil não preenche os requisitos legais (artigos 3.º  ao 6.º e 11 – da Lei 6.099/74);c) - Como pedido alternativo  (artigos 288 e 289 do CPC), a rescisão do contrato, com a  permanência do veículo que já está em poder do agente financeiro, com a restituição dos valores pagos mensalmente, mais os valores pagos diretamente para aquisição do veículo, corrigidos com encargos de juros efetivos fixos anuais moratórios de 12,00% ao ano, calculados e capitalizados anualmente, mais a correção monetária do INPC ou TR/IRP, que em ________","{'artigos 3', 'artigos 288'}",{'Lei 6.099/74'},"{'CPC', 'CPC)'}",set()
38,"– Determinar que o agente financeiro junte nos autos, dentro do prazo de 10(dez) dias, todos os documentos, planilhas de cálculos e demais dados, que estão em seu poder (artigos 355 e 357 –, combinado com o artigo 358 - do CPC),  para a revisão completa e saber ao certo, a totalidade das vantagens, incentivos e valores recebidos, a saber:e-1) -  Cópia do contrato de mútuo e dos respectivos aditivos; e-2) - Extratos da conta gráfica vinculada ao contrato de mútuo/leasing, contendo todos os lançamentos e códigos de escrituração, desde a assinatura do contrato;","{'artigo 358', 'artigos 355'}",set(),"{'CPC', 'CPC)'}",set()
39,"n.º 200100682159), na forma do artigo 102 e seguintes, combinado com o artigo 253 do CPC, ou seja, qualquer ação de busca e apreensão ou execução, etc.,  sejam por dependência da presente ação, para julgamentos dos méritos simultâneos, evitando decisões e sentenças conflitantes, contraditórias e controvertidas;","{'artigo 102', 'artigo 253'}",set(),"{'CPC,', 'CPC'}",set()
40,", para proteger a posse do veículo, contra ações de cobranças coercivas, busca e apreensão ou reintegração de posse, ou até mesmo, ameaça a posse pacífica do bem, com a  prática de esbulho, causando turbação e prejuízos eminentes ao financiado/arrendante, conforme prevê o artigo 926 do CPC.g) -  Sobre  o depósito incidente com procedimentos ordinários, , requer  a homologação dos depósitos efetuados em banco para purgação da mora, e a autorização para continuar depositando as parcelas mensais;h) –",{'artigo 926'},set(),"{'CPC.', 'CPC'}",set()
41,"(m.j.), que recebe as intimações e notificações em seu escritório, no endereço constante do rodapé abaixo, vem  perante Vossa Excelência, respeitosamente, com supedâneo nos artigos 274 e 292 do Código de Processo Civil e na Lei 8.078/90, em seu artigo 6.º, inciso V, ajuizar a presente;AÇÃO ORDINÁRIA REVISIONAL DE CLÁUSULAS CONTRATUAIS CUMULADA C/C CONSIGNAÇÃO EM PAGAMENTO, E TUTELA ANTECIPADA.Em face de PONTUAL","{'artigo 6', 'artigos 274'}",{'Lei 8.078/90'},"{'Lei 8.078/90', 'C/C ', 'Código de Processo Civil'}",{'endereço'}
42,"WVWCG81H4SW449354, com promessa de financiamento da PONTUAL LEASING S.A. ARRENDAMENO MERCANTIL, que o financiamento foi transformado em arrendamento mercantil pela financiadora com reajuste monetário pelo DÓLAR, que praticou agiotagem e até estelionato, com prejuízos iminentes à consumidora, vez que correção do financiamento pelo DÓLAR e proibido pelo art. 6º da Lei 8.880/94,  onde foi promovido um LAUDO TÉCNICO COM PLANILHAS DE EVOLUÇÃO DO FINANCIAMENTO com limitação do juros efetivos de 12%  ao a. a. capitalizados anualmente conforme art. 1º. (parágrafo 3º.) do Decreto 22.626/33, artigo 1.062 e 1.063 do Código Civil, art. 1º.","{'art. 1', 'art. 6', 'artigo 1'}",{'Lei 8.880/94'},"{'Lei 8.880/94', '8.880/94', 'Código Civil'}",set()
43,"Lei 1.113/39 e Circular do Bacen 2686, 2674, 2679 e artigos 583 ao 587 do Código de Processo Civil e art. 1º.","{'art. 1', 'artigos 583'}",{'Lei 1.113/39'},{'Código de Processo Civil'},set()
44,"Lei 1.113/51, Juros capitalizados anualmente, conforme art. 4º. E 6º.",{'art. 4'},{'Lei 1.113/51'},set(),set()
45,"Entretanto  o financiamento, com reajuste DÓLARIZADO não é permitida pelo nosso ordenamento jurídico, visto que há proibição legal  e prevista no Art. 6º da Lei 8.880/94.",{'Art. 6'},{'Lei 8.880/94'},"{'Lei 8.880/94', '8.880/94'}",set()
46,"O agente financeiro, praticou manobras de cálculos que  afrontaram o artigo 4.º (ítens a e b) da  Lei 1.521/51 6) - Aplicação da Tabela Price,  com capitalização antecipada  dos juros efetivos anuais mais a correção embutida nos juros efetivos, durante o período total do financiamento,  em total afronta ao artigos 1.º (parágrafo 3.ºe 4.º)  do  Dec.","{'artigos 1', 'artigo 4'}",{'Lei 1.521/51'},{'Lei 1.521/51'},set()
47,"Os cálculos da correção monetária nos financiamentos deveram ser elaborados baseados na legislação e normas do Banco Central do Brasil por uma correção que reflita a verdadeira variação dos preços do bem financiado, conforme artigos 46 e 48 da Lei 8.078/90, respeitado os limites estabelecidos para renegociação dos débitos  estipulados pelas Circulares Bacen 2654, 2674 e 2679, para não causar desequilíbrio financeiro nas partes  no contrato;",{'artigos 46'},{'Lei 8.078/90'},{'Lei 8.078/90'},set()
48,"22.626/33, combinado com os artigos 1.062 e 1063 do Código Civil,  artigo 39 e 51 e 52 da Lei 8.078/90 e artigo 13 (inciso XX) do Dec.","{'artigos 1', 'artigo 13', 'artigo 39'}",{'Lei 8.078/90'},"{'Lei 8.078/90', 'Código Civil'}",set()
49,"O agente financeiro  cobrou encargos (correção monetária e comissão de inadimplência acumulada,  multas, juros de mora, prestações mensais e contra-prestações ou resíduos de operação de compra do bem, etc.), acima dos permitidos abaixo e artigos 6.º e 11 da Lei 6099/74 , enquanto os encargos permitidos  são de:Correção monetária do INPC; Inconstitucional a cobrança de comissão de permanência;Multa limitado em 2,00%; e inconstitucionalidade  e ilegalidade dos cálculos de juros sobre 360 dias e cobrança sobre 365 ou 366 dias;10) –",{'artigos 6'},{'Lei 6099/74'},set(),set()
50,"Até as  renegociações de débitos, tem seus encargos de juros limitados em 12,00% ao ano, conforme as Circulares Bacen 2654, 2674,  2679 e 2686,  ferindo os artigos 1.º ao 4.º da Lei 1.521/50, e ajuizando ação de cobrança forçada, com aplicação de juros efetivos, bem superiores até aos contratados;11) -  Procedendo uma revisão na conta gráfica do financiamento,",{'artigos 1'},{'Lei 1.521/50'},set(),set()
51,"Para o caso, estipula o artigo 6.º, inciso V do Código de Defesa do Consumidor: “.....a modificação das cláusulas contratuais que estabeleçam prestações desproporcionais ou sua revisão em razão de fatos supervenientes que as tornem excessivamente onerosas.” e o artigo 274 do CPC, onde no procedimento ordinário que abrange o processo de conhecimento, faculta o ajuizamento de qualquer ação neste rito, “não sendo necessário dar denominação à mesma” (RJTJESP 95/171), in Theotônio Negrão, Código de Processo Civil, pg.","{'artigo 6', 'artigo 274'}",set(),"{'Código de Processo Civil', 'CPC,', 'CPC'}",set()
52,"A prática de:    16-1) -  Cobrança de juros ilegais, ou usar de documentos    indevidos que provoquem enriquecimento ilícitos, é condenada também pelos artigos 2.º , 3.º  e 4.º (ítem a) da Lei 1.521/51; e      16-2)",{'artigos 2'},{'Lei 1.521/51'},{'Lei 1.521/51'},set()
53,"os artigos 1.062 e 1063 do Código Civil e Acórdãos do STJ. , capitalizados anualmente, com taxas de juros efetivos anuais de 12,00% (doze por cento) ao ano conforme artigo 5.º Dec.","{'artigos 1', 'artigo 5'}",set(),{'Código Civil'},set()
54,"22.626/33, artigo 52 (inciso II) da Lei 8.078/90 e acórdãos  STF e STJ, com limite ainda que o valor do bem com adicionamento dos encargos e juros efetivos no caso de financiamento, não pode ser inferior ao saldo do valor do bem somado as parcelas mensais de arrendamento e contra-prestações ou resíduos para aquisição do bem.",{'artigo 52'},{'Lei 8.078/90'},{'Lei 8.078/90'},set()
55,"A  citação da ré  para responder aos termos da presente ação, sob pena de revelia, e a procedência do pedido, em todos os seus termos, na forma própria, com as observações contidas no artigo 285 do CPC, e ao final ser julgada procedente a presente, em todas as cominações legais;b) -",{'artigo 285'},set(),"{'CPC,', 'CPC'}",set()
56,"Seja declarado por sentença que a requerente está sendo lesada pela PONTUAL LEASING S.A. ARRENDAMENO MERCANTIL, com as providências abaixo:	b-1) – Correção  do saldo do financiamento,  conforme acima exposto, determinando ao agente financeiro que aplique, desde o início do financiamento, um índice que reflita a mera desvalorização da moeda frente à inflação, com substituição da correção financeira da TJLP, TBC, TBF, TR, IRP ou dólar, pela correção monetária do  INPC, mais juros efetivos máximos de  12,00% ao ano, capitalizados anualmente; ou           b-2) - Suspensão da aplicação de multa superior a 2,00%, sobre os valores pagos, referentes as multas, na forma do artigo 52 (parágrafo 2.º) da Lei 8.078/90;       	b-3)  -  Suspensão da aplicação da metodologia de tabela price, nos cálculos  e capitalização dos  juros antecipados;",{'artigo 52'},{'Lei 8.078/90'},{'Lei 8.078/90'},set()
57,"– TUTELA ANTECIPADA  - Concessão da tutela antecipada, para proteger a posse do veículo, contra ações de cobranças coercivas, busca e apreensão ou reintegração de posse, ou até mesmo, ameaça a posse pacífica do bem, com a  prática de esbulho, causando turbação e prejuízos eminentes à financiada/arrendante, conforme prevê o artigo 926 do CPC.D)",{'artigo 926'},set(),"{'CPC.', 'CPC'}",set()
58,"o depósito incidente com procedimentos ordinários, previsto no artigo 292 (parágrafo 2º.), requer que, no prazo de 5 (cinco) dias a contar do deferimento desta inicial, seja determinado o depósito de  R$  174,54 (cento e setenta e quatro reais, cinquenta e quatro centavos),  atualizado até 10.09.99, correspondente a parcela mensal vencível em 10.09.99, valor esse, que será corrigido até a data do depósito, e ainda, nos termos do artigo 892 do CPC, seja autorizada a continuar depositando as prestações que forem vencendo;","{'artigo 892', 'artigo 292'}",set(),"{'CPC,', 'CPC'}",set()
59,"Dá-se à presente causa o valor de R$ 744,54 x 12 = R$ 2.094,48, conforme artigo 260 do CPC.Invocando os Doutos Conhecimentos do Emérito Julgador, são os termos em que espera deferimento e  JUSTIÇA.Goiânia (GO), 10 de Setembro de 1999.",{'artigo 260'},set(),"{'CPC.', 'CPC'}",set()
60,"JOSÉ CARNEIRO, já qualificada nos autos,  pelos representantes legais ,  com supedâneo no artigo 274 do Código de Processo Civil e na Lei 8.078/90, em seu artigo 6.º, inciso V, vem IMPUGNAR a CONTESTAÇÃO apresentada por PONTUAL","{'artigo 6', 'artigo 274'}",{'Lei 8.078/90'},"{'Lei 8.078/90', 'Código de Processo Civil'}",set()
61,"A impugnante entrou na concessionária para aquisição de um veículo, e o fez , dando uma entrada e com a promessa de financiamento do restante, passado alguns meses, percebeu que havia caido em uma armadilha financeira, quando:       3-1) - que o carro não era seu;3-2) - que na verdade os documentos constavam uma operação     disfarçada de arrendamento mercantil, afrontando o artigo 11 da Lei 6.099/74;4-3) – Que os valores cobrados na parte financiada, eram bem superiores","{'artigo 11', 'arte '}",{'Lei 6.099/74'},set(),set()
62,"a mesma importância financiada com os encargos legais, afrontando o artigo 6.º da Lei 6.099/74;4-4)",{'artigo 6'},{'Lei 6.099/74'},set(),set()
63,"– Estava sendo cobrado correção cambial, indexado em moeda Americana, com juros efetivos acima dos permitidos, afrontando o artigo 6.º da Lei 8.880/94;   4-5)",{'artigo 6'},{'Lei 8.880/94'},"{'Lei 8.880/94', '8.880/94'}",{'ava '}
64,"Lei 1.113/50, artigo 253 do Código Comercial, artigo 4.º do Dec.","{'artigo 253', 'artigo 4'}",{'Lei 1.113/50'},set(),set()
65,"É permitida a revisão de cláusula abusiva que estabeleça prestações desproporcionais ou de excessiva onerosidade (CDC, art. 6º, V).",{'art. 6'},set(),"{'CDC,', 'CDC'}",set()
66,"II - A partir da vigência da lei 8.078/90, que deve ser aplicada às relações jurídicas de direito privado, é possivel a revisão do contrato sem a sua resolução ex vi do art. 6º, inciso V, da norma referida.",{'art. 6'},{'lei 8.078/90'},set(),set()
67,"III - Como contrato de adesão em que se constitui, o leasing está sujeito ao controle do CDC, art. 51, incisos IV e X, dado que a ilicitude das cláusulas abusivas é matéria que não fica restrita às relações de consumo.",{'art. 51'},set(),"{'CDC,', 'CDC'}",set()
68,"II - A partir da vigência da lei 8.078/90, que deve ser aplicada às relações jurídicas de direito privado, é possível a revisão do contrato sem a sua resolução ex vi do art. 6º,  inciso",{'art. 6'},{'lei 8.078/90'},set(),set()
69,"III - Como contrato de adesão em que se constitui, o leasing está sujeito ao controle do CDC, art. 51, incisos IV e X, dado que a ilicitude das cláusulas abusivas é matéria que não fica restrita às relações de consumo.",{'art. 51'},set(),"{'CDC,', 'CDC'}",set()
70,"que qualquer ação contendo o mesmo contrato e objeto, seja distribuída incontinente e por  dependência ao  presente feito, conforme artigo 253 do CPC; a-3) –",{'artigo 253'},set(),"{'CPC;', 'CPC'}",set()
71,"Em pleito sucessivo(CPC, art. 289), não se descartando, por este ângulo, a impetração de recurso de agravo de instrumento caso não seja atendido o primeiro pedido(REsp nº 291.156/SP), requereu-se o afastamento dos encargos moratórios em face da cobrança de comissão de permanência.",{'art. 289'},set(),"{'CPC,', 'CPC'}",{'avo '}
72,"Em pleito sucessivo(CPC, art. 289), não se descartando, por este ângulo, a impetração de recurso de agravo de instrumento caso não seja atendido o primeiro pedido(REsp nº 291.156/SP), requereu-se o afastamento dos encargos moratórios em face da cobrança de comissão de permanência.",{'art. 289'},set(),"{'CPC,', 'CPC'}",{'avo '}
