,Frase,Artigo,Lei,Dispositivo,Petição Inicial
10,"No caso de cédulas de crédito ou bancária ou contrato firmado após a Lei 10.931/04, há permissão para cálculos e cobrança ou capitalização mensal, desde que com taxas mensais equivalentes a taxa efetiva fixa anual, para capitalização mensal na forma do artigo 6.º - do Dec.",['artigo 6'],['Lei 10.931/04'],[],[]
11,"Desta forma deverá ser aplicado ao caso em tela, dentre outras, as normas do art. 39, inciso l e 51, inciso IV e § 2° do CDC, a fim de que sejam consideradas nulas as cláusulas do contrato em exame que estipulam juros abusivos, a capitalização dos mesmos de forma unificada, que gera em dobro a taxa de juros contratados, bem como a que institui a comissão de permanência, vez que também onera em demasia e injustificadamente a consumidora final do produto, como se demonstrará.",['art. 39'],[],"['CDC', 'CDC,', 'CDC']",[]
12,"Com efeito, o artigo 39, inciso l do CDC veda aos fornecedores de produtos ou serviços,  vantagem manifestamente excessiva em detrimento do consumidor(a)..",['artigo 39'],[],"['CDC', 'CDC ', 'CDC']",[]
13,"Ill - AUTO-APLICABILIDADE DO § 3 DO ART, 192, DA CF/88.","['ART, 192']",[],"['CF/88', 'CF/88', 'CF', 'CF/88']",[]
14,"A capitalização diária e mensal de juros, nas operações em tela, representa verdadeira AGIOTAGEM OSTENSIVA,  contraria as normas do artigo  art. 4º do Decreto-Lei nº 22.626/33 e  fere o CDC, além do que, pela a medida provisória 2.170-36/2001, necessariamente deve conter cláusula expressa no instrumento contratual de capitalização de juros, sendo que caso contrario, afasta tal incidencia.","['artigo ', 'art. 4']",[],"['CDC', 'CDC,', 'CDC']",[]
15,"Assim, mesmo que o banco alege a pertinência da capitalização de juros com periodicidade inferior a 1 (um) ano pela Medida Provisória 1.963-17/2000, atualmente reeditada sob o nº 2.170-36/2001, o seu art. 5º que trata da capitalização de juros está suspensa através da ação direta proposta pelo PL –Partido Liberal, além do que tal incidencia afronta o CDC, por abusividade desta cláusulas, conforme os reiterados julgados, transcritos abaixos:",['art. 5'],[],"['CDC', 'CDC,', 'CDC']",[]
16,"ARTIGO 192, PAR, 3, DA CONSTITUIÇÃO FEDERAL.",['ARTIGO 192'],[],['CONSTITUIÇÃO FEDERAL'],[]
17,"O ARTIGO 192, PAR, 3, DA CONSTITUIÇÃO FEDERAL, E AUTO-APLICAVEL, RAZÃO PORQUE OS JUROS NÃO PODEM",['ARTIGO 192'],[],['CONSTITUIÇÃO FEDERAL'],[]
18,"p/ retirada do nome e (CPF) do Autor junto aos órgãos de proteção ao crédito: SERASA, SPC e AFINS, O caput do artigo 273 Do Digesto Processo Civil diz que o juiz poderá, a requerimento da parte antecipar, total ou parcialmente os efeitos da tutela pretendida no pedido inicial, desde que, existindo prova inequívoca, se convença da verossimilhança da alegação e:","['artigo 273', 'arte ']",[],['CPF)'],['CPF']
19,"I - haja fundado receio de dano irreparável ou de difícil reparaçãoSegundo Nelson Nery Júnior, em comentário ao art. 273 do CPC (Código de Processo Civil comentado, Ed.",['art. 273'],[],"['CPC', 'Código de Processo Civil', 'CPC ', 'CPC']",[]
20,"Porém, devidamente comprovada a veracidade das informações aqui prestadas, prova verossímil, presentes portanto, os pressupostos contidos no art. 273 do Código de Processo Civil.",['art. 273'],[],['Código de Processo Civil'],[]
21,"Face ao exposto, requer seja processada a presente AÇÃO DE REVISÃO DE CONTRATO DE FINANCIAMENTO DE VEÍCULO mediante as cautelas legais de estilo, com fundamento nos artigos 273 , 274, 355, 844, todos do Código de Processo Civil, artigo 253 do Codigo Comercial, artigo 4º do Dec.- Lei nº 22.626/33, artigo 52 , 1º , do Codigo de Defesa do Consumidor e Código Civil Brasileiro, para que sejam deferidas em forma de antecipação de tutela os seguintes pedidos, a saber.b) -  seja determinada a expedição de MANDADO DE CITAÇÃO, via AR, nos termos do Art. 221, inciso I, e 222 e seguintes do Código de Processo Civil, em face da requerida, a ser cumprido no endereço indicado no preämbulo desta, na pessoa de seu Representante Legal,  para, querendo responder aos termos da presente ação, sob pena de revelia, com as observações ou prerrogativas contidas na parte final do  artigo 285 do Código de Processo Civil e demais dispositivos legais aplicáveis à espécie;c) - DA TUTELA ANTECIPADA  - a Concessão da tutela antecipada, para determinar a exclusão do nome  e CPF do requerente dos cadastros restritivos - SERASA / SPC,  caso já inscrito que seja determinado sua imediata exclusão, se não, que o requerido se abstenha de inscrever, até final julgamento da presente demanda, quando deverá ser excluída definitivamente;d)","['artigos 273', 'artigo 253', 'artigo 4', 'artigo 52', 'artigo 285', 'Art. 221', 'arte ']",[],"['Código Civil', 'Código de Processo Civil', 'Código de Processo Civil', 'Código de Processo Civil', 'CPF ']","['CPF', 'endereço']"
22,"; f-3)  -Suspensão da aplicação do índice superior a  2,00%,  sobre  multas por atraso nos pagamentos, na forma do artigo 51 (parágrafo 2.º) da Lei 8.078/90;f-4)",['artigo 51'],['Lei 8.078/90'],['Lei 8.078/90'],[]
23,"Ih - Que seja condenada a parte requerida em todas as cominações legais de direito, e, os honorários advocatícios sejam determinados ou fixados por V. Exa.,  sobre o valor da condenação na ordem de 20%;i) – Demandas conexas: A determinação da conexão de qualquer ação proposta pelo agente financeiro com a presente ação,  na forma do artigo dos artigos 102 e seguintes, combinado com o artigo 253 do CPC, para julgamento único, evitando assim decisões ou sentenças controvertidas ou contraditórias e conflitantes;lj  – a inversão do önus da Prova, com todos os consistórios legais de direito, inclusive o pagamento de perícia, laudos, emolumentos, documentos e outros que se fizerem necessários ao andamento da lide, sejam todos suportados pela Banco requerido.l) – Requer Finalmente, seja julgada procedente a presente AÇÃO ORDINÁRIA DE REVISÃO DE CONTRATO DE FINANCIAMENTO DE VEÍCULO, atribuindo  juros de lei (12%), encargos legais INPC/TR sendo o mais benéfico para o mutuário/autor, conforme requerido acima, apurado, saldo credor a favor do requerente, seja condenada a requerida  devolver em dobro, conforme requerido acima.m) - Protesta por todos os meios de provas em direitos admitidos, notadamente pela documentação anexa, em atendimento ao disposto no artigo 396, do CPC, e mais, depoimento pessoal do representante legal do banco, que devera ser intimado, prova pericial a ser produzida na escrita contábil junto ao Banco, dando conta da cobrança ilegal de  juros, capitalização, multas e outros encargos etc. n) - Empresta-se à presente causa o valor de R$ 26.000,00 (vinte e seis  mil reais), arbritados com base no valor  ncontratado, conforme artigo 260 do CPC.o) -Nestes termos, Invocando os Doutos Suplementos do Emérito Julgador, pede e espera deferimento e JUSTIÇA.","['artigo ', 'artigos 102', 'artigo 253', 'artigo 396', 'artigo 260', 'arte ']",[],"['CPC', 'CPC', 'CPC', 'CPC,', 'CPC,', 'CPC.', 'CPC', 'CPC', 'CPC']",[]
