,Frase,Artigo,Lei,Dispositivo,Petição Inicial
14,"A capitalização diária e mensal de juros, nas operações em tela, representa verdadeira AGIOTAGEM OSTENSIVA,  contraria as normas do artigo  art. 4º do Decreto-Lei nº 22.626/33 e  fere o CDC, além do que, pela a medida provisória 2.170-36/2001, necessariamente deve conter cláusula expressa no instrumento contratual de capitalização de juros, sendo que caso contrario, afasta tal incidencia.","['artigo ', 'art. 4']",[],['CDC'],[]
15,"Assim, mesmo que o banco alege a pertinência da capitalização de juros com periodicidade inferior a 1 (um) ano pela Medida Provisória 1.963-17/2000, atualmente reeditada sob o nº 2.170-36/2001, o seu art. 5º que trata da capitalização de juros está suspensa através da ação direta proposta pelo PL Partido Liberal, além do que tal incidencia afronta o CDC, por abusividade desta cláusulas, conforme os reiterados julgados, transcritos abaixos:",['art. 5'],[],['CDC'],[]
16,"I - haja fundado receio de dano irreparável ou de difícil reparaçãoSegundo Nelson Nery Júnior, em comentário ao art. 273 do CPC (Código de Processo Civil comentado, Ed.",['art. 273'],[],"['Código de Processo Civil', 'CPC']",[]
17,"Porém, devidamente comprovada a veracidade das informações aqui prestadas, prova verossímil, presentes portanto, os pressupostos contidos no art. 273 do Código de Processo Civil.",['art. 273'],[],['Código de Processo Civil'],[]
18,"Face ao exposto, requer seja processada a presente AÇÃO DE REVISÃO DE CONTRATO DE FINANCIAMENTO DE VEÍCULO mediante as cautelas legais de estilo, com fundamento nos artigos 273 , 274, 355, 844, todos do Código de Processo Civil, artigo 253 do Codigo Comercial, artigo 4º do Dec.- Lei nº 22.626/33, artigo 52 , 1º , do Codigo de Defesa do Consumidor e Código Civil Brasileiro, para que sejam deferidas em forma de antecipação de tutela os seguintes pedidos, a saber.b) -  seja determinada a expedição de MANDADO DE CITAÇÃO, via AR, nos termos do Art. 221, inciso I, e 222 e seguintes do Código de Processo Civil, em face da requerida, a ser cumprido no endereço indicado no preämbulo desta, na pessoa de seu Representante Legal,  para, querendo responder aos termos da presente ação, sob pena de revelia, com as observações ou prerrogativas contidas na parte final do  artigo 285 do Código de Processo Civil e demais dispositivos legais aplicáveis à espécie;c) - DA TUTELA ANTECIPADA  - a Concessão da tutela antecipada, para determinar a exclusão do nome  e CPF da requerente dos cadastros restritivos - SERASA / SPC,  caso já inscrito que seja determinado sua imediata exclusão, se não, que o requerido se abstenha de inscrever, até final julgamento da presente demanda, quando deverá ser excluída definitivamente;d)","['artigos 273', 'artigo 253', 'artigo 4', 'artigo 52', 'artigo 285', 'Art. 221', 'arte ']",[],"['Código Civil', 'Código de Processo Civil', 'Código de Processo Civil', 'Código de Processo Civil']","['CPF', 'endereço']"
19,"; f-3)  -Suspensão da aplicação do índice superior a  2,00%,  sobre  multas por atraso nos pagamentos, na forma do artigo 51 (parágrafo 2.º) da Lei 8.078/90;f-4)",['artigo 51'],['Lei 8.078/90'],['Lei 8.078/90'],[]
20,"Ih - Que seja condenada a parte requerida em todas as cominações legais de direito, e, os honorários advocatícios sejam determinados ou fixados por V. Exa.,  sobre o valor da condenação na ordem de 20%;i)  Demandas conexas: A determinação da conexão de qualquer ação proposta pelo agente financeiro com a presente ação,  na forma do artigo dos artigos 102 e seguintes, combinado com o artigo 253 do CPC, para julgamento único, evitando assim decisões ou sentenças controvertidas ou contraditórias e conflitantes;lj   a inversão do önus da Prova, com todos os consistórios legais de direito, inclusive o pagamento de perícia, laudos, emolumentos, documentos e outros que se fizerem necessários ao andamento da lide, sejam todos suportados pela Banco requerido.l)  Requer Finalmente, seja julgada procedente a presente AÇÃO ORDINÁRIA DE REVISÃO DE CONTRATO DE FINANCIAMENTO DE VEÍCULO, atribuindo  juros de lei (12%), encargos legais INPC/TR sendo o mais benéfico para o mutuário/autor, conforme requerido acima, apurado, saldo credor a favor do requerente, seja condenada a requerida  devolver em dobro, conforme requerido acima.m) - Protesta por todos os meios de provas em direitos admitidos, notadamente pela documentação anexa, em atendimento ao disposto no artigo 396, do CPC, e mais, depoimento pessoal do representante legal do banco, que devera ser intimado, prova pericial a ser produzida na escrita contábil junto ao Banco, dando conta da cobrança ilegal de  juros, capitalização, multas e outros encargos etc. n) - Empresta-se à presente causa o valor de R$ 2.000,00 (dois  mil reais), arbritados com provisoriamente, conforme artigo 260 do CPC.o) -Nestes termos, Invocando os Doutos Suplementos do Emérito Julgador, pede e espera deferimento e JUSTIÇA.","['artigo ', 'artigos 102', 'artigo 253', 'artigo 396', 'artigo 260', 'arte ']",[],"['CPC', 'CPC', 'CPC']",[]
21,"S/A., pessoa jurídica de direito privado, sociedade de economia mista, com sede em Brasília-DF, e agência nesta Capital do Estado de Goiás, sito no endereço, Av. Anhanguera, nº ____, Agência Praça da Bíblia, Setor Universitário, devidamente matriculada e registrada no CGC/MF 007.118.496/0001-41,  com fulcro nos artigos 282 e seguintes e 270 e seguintes, art. 355 e seguintes, art. 844 e seus incisos, todos do Código de Processo Civil, combinados com o artigo 964 do Código Civil Brasileiro(velho) 406 Código Civil Novo, Lei 8.078/90, e demais dispositivos aplicáveis à espécie, pelos perseverantes fatos e fundamentos a seguir aduzidos, e ao final requerer:                       1)  -   DOS FATOS","['artigos 282', 'artigo 964', 'art. 355', 'art. 844']",['Lei 8.078/90'],"['Código Civil', 'Código Civil', 'Código de Processo Civil', 'Lei 8.078/90']","['Av. ', 'endereço']"
22,"O referido contrato de abertura de crédito em conta corrente abrangendo todas as operações que transitaram pela referida conta corrente, o Agente Finaceiro de forma draconiana e ilegal aplica/ou juros extorcivos, abusivos, debitados em conta corrente, em percentuais cumulativos acima de 10% ao mês, capitalizados diária e mensalmente, o que corresponde, efetivamente,  a mais de 200% ao ano, percentuais insuportáveis, considerando que os juros legais são na ordem de 12% ao ano, e as Instituíções Financeiras não estão excluídas dessa exigëncia legal e moral pois, abrangidas pelo art. 406 do Código Civil novo e Lei 8.078/98.",['art. 406'],['Lei 8.078/98'],['Código Civil'],[]
23,"Em outras palavras,  o Banco se reserva o direito de alterar unilateralmente as taxas de juros e outros encargos, debitando em conta corrente, o que  caracteriza cláusula potestativa pura, nula é de pleno direito nos termos do artigo 51, inciso XIII do Codigo de Defesa do Consumidor (Lei 8.078/11/09/90).",['artigo 51'],['Lei 8.078/11'],[],[]
24,"POR PARTE DO BANCO CREDOR, CONFORME NORMAS DO CDC.",['ARTE '],[],['CDC'],[]
25,"(Arts. 6, II e 52, CDC), sob pena de de constituir em obrigação inexigivel, ante o teor do art. .",['art. '],[],['CDC'],[]
26,"E INVESTIMENTO APELADO: JOAO BATISTA ROCHA           		EE conclusão, a uma que em contrato de adesão não há como dizer que as partes expressamente pactuaram a chamada capitalização de juros vez que os mutuários apenas aderem ao um contrato pré-impresso, a duas que referida capitalização deve vir expressamente convencionado no pacto adjeto, o que não é o caso destes autos 4)Possibilidade jurídica de revisão-CDC     		  	Sendo perfeitamente comportável a aplicação da teoria da imprevisão amparada pelo Código de Defesa do Consumidor, art. 6º., V, de sorte a  permitir a revisão de contratos de abertura de crédito em conta corrente, expurgando as cláusulas contratuais que prevê correção e outros encargos fora do permitido por Lei, tudo que  viola dispositivos legais,  ou  comprovado o desequilíbrio contratual autoriza sua revisão judicial.",['art. 6'],[],['CDC'],[]
27,"Cumpre-se dessa forma o preceito do art. 273 do CPC, quanto a verossimilhança da obrigação invocada, considerando que a revisão de sua conta corrente, desde a abertura do crédito em conta corrente, (CHEQUE ESPECIAL) ex surge da cobrança indevida de juros, capitalização, taxas, multas e outros encargos cobrados indevidamente, uma vez, não protegido o direito do requerente, ficará passando por constrangimento ante a negativação seu nome e CPF nos órgãos de proteção ao crédito, tais como: (SPC, SERASA).",['art. 273'],[],['CPC'],['CPF']
28,"Assim, na Ação pelo procedimento ordinário de revisão de contrato, (contrato de abertura de crédito em conta corrente) onde se discute cobranças ilegais de juros e outros encargos, demonstra a verossimilhança entre a alegação e a prova apresentada, conceder a tutela antecipada  (art. 273 do CPC), é perfeitamente admitida, justa e necessária, considerando que, não deferida desde logo, poderá se revelar tardia a prestação jurisdicional ora invocada.",['art. 273'],[],['CPC'],[]
29,"Porém, devidamente comprovada a veracidade das informações aqui prestadas, prova verossímil, presentes portanto, os pressupostos contidos no art. 273 do Código de Processo Civil.",['art. 273'],[],['Código de Processo Civil'],[]
30,"Requer  seja determinado a expedição de MANDADO DE CITAÇÃO, via AR, nos termos do Art. 221, inciso I, e 222 e seguintes do Código de Processo Civil, em face da requerida, a ser cumprido no endereço indicado no preämbulo desta, na pessoa de seu Representante Legal,  para, querendo responder aos termos da presente ação, sob pena de revelia, com as observações ou prerrogativas contidas na parte final do  artigo 285 do Código de Processo Civil e demais dispositivos legais;c) - DA TUTELA ANTECIPADA  - a Concessão da tutela antecipada, para determinar a exclusão do nome e CPF dA requerente dos cadastros restritivos - SERASA / SPC,  no que pertine ao seu nome e CPF, das operações referente à abertura de crédito em conta corrente, caso já inscrito que seja determinado sua imediata exclusão, se não, que o requerido se abstenha de inscrever, até final julgamento da presente demanda, quando deverá ser excluída definitivamente;d)","['artigo 285', 'Art. 221', 'arte ']",[],"['Código de Processo Civil', 'Código de Processo Civil']","['CPF', 'CPF', 'endereço']"
31,"Capitalização de juros anuais e não mensais, conforme vem aplicando o banco/requerido;d-3)  -Suspensão da aplicação do índice superior a  2,00%,  sobre  multas por atraso nos pagamentos, na forma do artigo 51 (parágrafo 2.º) da Lei 8.078/90;e)",['artigo 51'],['Lei 8.078/90'],['Lei 8.078/90'],[]
32,"A determinação da conexão de qualquer ação proposta pelo agente financeiro com a presente ação,  na forma do artigo dos artigos 102 e seguintes, combinado com o artigo 253 do CPC, para julgamento único, evitando assim decisões ou sentenças controvertidas ou contraditórias e conflitantes;l)   Pratesta-se por todos os meios de provas em direitos admitidos, notadamente pela documentação anexa, em atendimento ao disposto no artigo 396, do CPC, e mais, depoimento pessoal do representante legal do banco, que devera ser intimado, prova pericial a ser produzida na escrita contábil junto ao Banco, na conta corrente do requerente, dando conta da cobrança ilegal de  juros, capitalização, multas e outros encargos etc.m)  - a inversão do önus da Prova, com todos os consectórios legais de direito, inclusive o pagamento de perícia, laudos, emolumentos, documentos e outros que se fizerem necessários ao andamento da lide","['artigo ', 'artigos 102', 'artigo 253', 'artigo 396']",[],"['CPC', 'CPC']",[]
33,"o) - Empresta-se à presente causa o valor de R$ 1.000.00 (um mil reais), arbritados privisóriamente, conforme artigo 260 do CPC.p) -Nestes termos, Invocando os Doutos Suplementos do Emérito Julgador, pede e espera deferimento e JUSTIÇA.",['artigo 260'],[],['CPC'],[]
